id;sinistre_id;cga_police_id;cga_vehicule_id;cga_assure_id;date;numeroDuSinistre;dateDeSurvenanceDuSinistre;heureSurvanceDusinistre;dateOuvertureDuSinistre;lieuDuSinistre;identificationTiers;pourcentadeDeResponsabilite;numeroDePoliceCompagnieAdverse;codeCompagnieAdverse;porcentageCompagnieAdverse;numeroImmatriculationVehiculeAdverse;typeImmatriculationVehiculeAdverse;mouvementDusinistre;natureDuSinistre;Calculer_Sinistre
79;79;771010;618819;301091;NULL;S170123908;2017-10-10;0;2017-10-13;;;100;D81097;12;0;4399TU147;TU;3;M;0
80;80;771010;618964;300600;NULL;S170126888;2017-10-20;0;2017-10-20;;;100;201701121039;;0;RS171084;RS;3;M;0
81;81;771010;618856;301091;NULL;S170126908;2017-10-19;0;2017-10-20;;;100;555238344;;0;7782TU187;TU;3;M;0
83;83;771010;618864;301091;NULL;S170134178;2017-10-03;0;2017-11-06;;;0;504144452;14;0;308TU139;TU;3;M;0
84;84;771010;618892;301091;NULL;S170136718;2017-11-03;0;2017-11-10;;;100;1242481;07;0;903TU87;TU;3;M;0
87;87;771010;618959;301091;NULL;S170151638;2017-12-12;0;2017-12-12;;;0;000000325549;01;0;7226TU173;TU;3;M;0
89;89;771010;618910;301091;NULL;S170155118;2017-12-16;0;2017-12-18;;;0;1590000170;06;0;5183TU41;TU;3;M;0
90;90;771010;618818;301091;NULL;S170163318;2017-12-23;0;2018-01-03;;;100;504007177;14;0;6465TU144;TU;3;M;0
91;91;771010;618808;301091;NULL;S180003098;2018-01-14;0;2018-01-16;;;0;201601111084;09;0;26TU187;TU;3;M;0
92;92;771010;618892;301091;NULL;S180011408;2018-02-05;0;2018-02-05;;;100;201601237177;09;0;9651TU168;TU;3;M;0
93;93;771010;618808;301091;NULL;S180012188;2018-02-04;0;2018-02-06;;;100;504165791;14;0;5221TU177;TU;3;M;0
94;94;771010;618940;301091;NULL;S180014598;2018-02-10;0;2018-02-12;;;0;201701126678;09;0;794TU201;TU;3;M;0
95;95;771010;618888;301091;NULL;S180018318;2018-01-26;0;2018-02-19;;;100;2017301028563;13;0;7008TU165;TU;3;M;0
96;96;771010;618933;301091;NULL;S180019458;2018-02-21;0;2018-02-21;;;100;14100002550;03;0;8822TU136;TU;3;M;0
97;97;174870;166185;144870;NULL;S170070181;2017-06-02;0;2017-06-13;;;0;201750000030172;01;0;591TU64;TU;3;M;0
98;98;174870;166185;144870;NULL;S170108011;2017-09-05;0;2017-09-09;;;0;D91887;12;0;1174TU168;TU;3;M;0
100;100;174890;166186;144888;NULL;S180017861;2018-02-16;0;2018-02-19;;;100;511465;02;0;2227TU151;TU;3;M;0
101;101;174893;166187;144891;NULL;S170116291;2017-09-26;0;2017-09-28;;;100;200501205211;09;0;6531TU118;TU;3;M;0
102;102;174902;39763;144900;NULL;S160150211;2016-12-31;0;2017-01-04;;;0;2016301005043;13;0;771TU97;TU;3;M;0
103;103;174902;39763;144900;NULL;S170015081;2017-02-01;0;2017-02-14;;;100;E06369;12;0;2290TU152;TU;3;M;0
104;104;174903;39901;144901;NULL;S170056551;2017-05-12;0;2017-05-15;;;100;20161150577;09;0;NULL;RS;3;M;0
107;107;174904;39980;144902;NULL;S170024581;2017-03-02;0;2017-03-08;;;100;0072709/2;01;0;9842TU129;TU;3;M;0
108;108;174913;41234;144911;NULL;S170072311;2017-04-21;0;2017-06-20;;;100;*;09;0;7316TU132;TU;3;M;0
109;109;174921;40306;144919;NULL;S170028721;2017-03-07;0;2017-03-16;;;100;20135006571;01;0;4872TU166;TU;3;M;0
110;110;174929;41708;144927;NULL;S170065731;2017-06-02;0;2017-06-02;;;0;018004514/5;06;0;4324TU125;TU;3;M;0
111;111;174944;42546;144941;NULL;S170114591;2017-09-19;0;2017-09-25;;;0;505385618;14;0;1913TU110;TU;3;M;0
112;112;174946;42764;144943;NULL;S170112751;2017-09-12;0;2017-09-19;;;0;1297141;07;0;5119TU181;TU;3;M;0
113;113;174955;43461;144952;NULL;S180021701;2018-02-09;0;2018-02-27;;;100;2017301018070;13;0;3039TU149;TU;3;M;0
115;115;174967;43496;144963;NULL;S170095611;2017-08-05;0;2017-08-10;;;100;1301271;07;0;3797TU71;TU;3;M;0
116;116;174978;166213;144974;NULL;S170103431;2017-08-23;0;2017-08-29;;;0;A150004778;03;0;1717TU177;TU;3;M;0
117;117;174983;166217;144978;NULL;S170130581;2017-10-27;0;2017-10-27;;;0;201501110314;09;0;1517TU94;TU;3;M;0
120;120;175000;46333;144995;NULL;S170035761;2017-03-27;0;2017-03-31;;;100;10/100533265;11;0;5147TU168;TU;3;M;0
122;122;175004;166230;36330;NULL;S170031661;2017-03-22;0;2017-03-24;;;100;E21103;12;0;3483TU159;TU;3;M;0
123;123;175013;166237;145006;NULL;S170098281;2017-08-07;0;2017-08-16;;;0;20175000062056;01;0;1785TU133;TU;3;M;0
124;124;175025;46996;145018;NULL;S170072841;2017-06-19;0;2017-06-20;;;0;20135.0064709/3;01;0;6649TU129;TU;3;M;0
127;127;175032;166252;145025;NULL;S170090901;2017-07-31;0;2017-08-01;;;0;201550034978/9;01;0;6441TU138;TU;3;M;0
130;130;175060;9742;145052;NULL;S180002861;2018-01-15;0;2018-01-15;;;100;504188587;14;0;7180TU164;TU;3;M;0
131;131;175061;166268;145053;NULL;S170082521;2017-07-13;0;2017-07-13;;;0;412666;13;0;121TU92;TU;3;M;0
132;132;175062;166269;145054;NULL;S170139821;2017-11-15;0;2017-11-16;;;0;C10555N0054030;14;0;1985TU157;TU;3;M;0
133;133;175063;46884;145055;NULL;S170100741;2017-08-13;0;2017-08-22;;;100;5100000015;06;0;6514TU178;TU;3;M;0
134;134;175072;9882;145064;NULL;S170080241;2017-07-09;0;2017-07-10;;;0;149001005/2;06;0;2947TU129;TU;3;M;0
136;136;175092;166285;145083;NULL;S170004381;2017-01-05;0;2017-01-19;;;100;10/101026252;11;0;8343TU144;TU;3;M;0
137;137;175094;10454;145085;NULL;S170114611;2017-09-11;0;2017-09-25;;;0;132258310;10;0;8008TU132;TU;3;M;0
138;138;175096;11946;145087;NULL;S170039471;2017-04-05;0;2017-04-08;;;100;2645061;06;0;8962TU178;TU;3;M;0
139;139;175102;166289;145093;NULL;S170134731;2017-10-31;0;2017-11-07;;;100;027104644/7;06;0;8232TU148;TU;3;M;0
140;140;175103;10263;145094;NULL;S170162461;2017-12-28;0;2017-12-29;;;100;10050000653;08;0;941TU180;TU;3;M;0
141;141;175113;166295;145104;NULL;S170024881;2017-03-05;0;2017-03-09;;;100;710054;02;0;9975TU183;TU;3;M;0
142;142;175114;166296;86167;NULL;S170119361;2017-09-22;0;2017-10-04;;;100;1264054;07;0;4084TU114;TU;3;M;0
143;143;175114;166296;86167;NULL;S170143521;2017-11-16;0;2017-11-27;;;100;2012301002378;13;0;1551TU75;TU;3;M;0
146;146;175127;166302;145117;NULL;S170084331;2017-07-12;0;2017-07-18;;;100;G02177;12;0;5819TU192;TU;3;M;0
147;147;175131;12633;145121;NULL;S170068431;2017-06-02;0;2017-06-09;;;100;0102160000016;04;0;9964TU181;TU;3;M;0
152;152;175154;13182;145142;NULL;S170118661;2017-09-30;0;2017-10-03;;;0;504170881;14;0;1138TU137;TU;3;M;0
154;154;175173;16451;145161;NULL;S170170291;2017-07-13;0;2018-02-20;;;100;555043222;14;0;9404TU169;TU;3;M;0
156;156;175177;15377;145164;NULL;S170144031;2017-11-20;0;2017-11-27;;;100;10/100941748;11;0;8875TU179;TU;3;M;0
157;157;175178;166323;145165;NULL;S170079711;2017-07-05;0;2017-07-07;;;100;555069209;14;0;1438TU158;TU;3;M;0
159;159;175183;17592;145170;NULL;S170092691;2017-08-03;0;2017-08-04;;;100;200201202251;09;0;3683TU115;TU;3;M;0
160;160;175186;16538;145173;NULL;S180010811;2018-01-27;0;2018-02-02;;;0;504141951;14;0;3427TU118;TU;3;M;0
161;161;175208;17857;144962;NULL;S160150881;2016-12-30;0;2017-01-05;;;100;13560967/9/685;01;0;5463TU49;TU;3;M;0
162;162;175219;20641;145202;NULL;S170012281;2017-02-01;0;2017-02-07;;;100;4612040;01;0;3619TU144;TU;3;M;0
163;163;175221;21840;145204;NULL;S170137291;2017-11-01;0;2017-11-13;;;0;201650000040587;01;0;8745TU133;TU;3;M;0
165;165;175231;21838;145214;NULL;S170086281;2017-07-21;0;2017-07-21;;;0;10/100576098;11;0;724TU46;TU;3;M;0
167;167;175237;166331;145220;NULL;S170071101;2017-06-07;0;2017-06-15;;;0;8120002108;06;0;9051TU181;TU;3;M;0
168;168;175237;166331;145220;NULL;S170144011;2017-11-21;0;2017-11-27;;;0;139000133/6;06;0;8410TU195;TU;3;M;0
169;169;175256;38928;145239;NULL;S180021091;2018-02-18;0;2018-02-26;;;100;201250045877/1;01;0;7930TU90;TU;3;M;0
170;170;175260;40735;145243;NULL;S170085911;2017-06-27;0;2017-07-21;;;100;504007102;14;0;NULL;TU;3;M;0
171;171;175262;39539;145245;NULL;S170074471;2017-06-18;0;2017-06-23;;;0;CI0555N00031444;14;0;4971TU42;TU;3;M;0
172;172;175262;39539;145245;NULL;S170133671;2017-10-30;0;2017-11-03;;;100;555209072;14;0;4252TU66;TU;3;M;0
173;173;175264;39766;145247;NULL;S170031361;2017-03-12;0;2017-03-23;;;100;001537592;14;0;2938TU106;TU;3;M;0
174;174;175275;166336;145258;NULL;S170157191;2017-09-28;0;2017-12-21;;;100;554N00033426;14;0;340TU102;TU;3;M;0
176;176;175287;166339;145270;NULL;S170091731;2017-07-19;0;2017-08-02;;;0;505389/88;14;0;5909TU162;TU;3;M;0
177;177;175296;166345;145279;NULL;S170097361;2017-08-11;0;2017-08-15;;;0;250547;10;0;338TU134;TU;3;M;0
178;178;175304;166349;145287;NULL;S170101721;2017-08-19;0;2017-08-24;;;0;20.135.005325/8;01;0;7144TU163;TU;3;M;0
179;179;175308;166350;145291;NULL;S170012481;2017-02-01;0;2017-02-08;;;100;G02183;12;0;7366TU192;TU;3;M;0
181;181;175319;166355;145302;NULL;S180013951;2018-01-06;0;2018-02-09;;;100;B90391;12;0;9858TU102;TU;3;M;0
182;182;175328;46548;145311;NULL;S170065411;2017-05-05;0;2017-06-02;;;100;G11509;12;0;1820TU175;TU;3;M;0
186;186;175334;44479;145317;NULL;S160155361;2016-11-15;0;2017-02-27;;;100;0100580478;14;0;NULL;;3;M;0
188;188;175349;46581;145332;NULL;S170017791;2017-02-09;0;2017-02-21;;;100;3790001064;06;0;1434TU126;TU;3;M;0
189;189;175349;46581;145332;NULL;S170125811;2017-10-13;0;2017-10-18;;;0;1090051461;06;0;1586TU107;TU;3;M;0
190;190;175353;166375;145336;NULL;S170018841;2017-02-20;0;2017-02-23;;;100;10/100744055;11;0;9773TU156;TU;3;M;0
191;191;175386;166391;145369;NULL;S170085821;2017-02-20;0;2017-07-21;;;100;555006336;14;0;3528TU169;TU;3;M;0
192;192;175386;166391;145369;NULL;S170149241;2017-11-30;0;2017-12-07;;;100;35196;04;0;7362TU88;TU;3;M;0
193;193;175388;166393;145371;NULL;S180013581;2018-02-07;0;2018-02-09;;;0;2320170249;05;0;8207TU195;TU;3;M;0
195;195;175399;166400;145381;NULL;S170142991;2017-11-23;0;2017-11-24;;;100;970867;02;0;2839TU80;TU;3;M;0
196;196;175401;11054;145383;NULL;S170074371;2017-06-21;0;2017-06-23;;;0;580106301;14;0;4707TU146;TU;3;M;0
197;197;175409;11722;145391;NULL;S170047341;2017-04-20;0;2017-04-25;;;100;090102000435;10;0;9567TU149;TU;3;M;0
198;198;175427;12106;145409;NULL;S170163061;2017-12-20;0;2018-01-02;;;100;2015301001011;13;0;7096TU184;TU;3;M;0
199;199;175435;12555;145417;NULL;S170063211;2017-05-07;0;2017-05-29;;;100;10513008;11;0;5582TU130;TU;3;M;0
201;201;175440;19594;145422;NULL;S170132681;2017-10-30;0;2017-11-01;;;100;51072;02;0;708TU139;TU;3;M;0
202;202;175444;12784;145426;NULL;S170063591;2017-05-23;0;2017-05-29;;;100;41160;;0;VERONACM3;NULL;3;M;0
203;203;175446;166424;145428;NULL;S170025271;2017-03-07;0;2017-03-09;;;0;135260366;10;0;5615TU128;TU;3;M;0
204;204;175464;13115;145444;NULL;S170007651;2017-01-21;0;2017-01-27;;;0;2442618;07;0;9548TU144;TU;3;M;0
205;205;175473;13149;145453;NULL;S170140281;2017-11-07;0;2017-11-17;;;100;G01346;12;0;5357TU191;TU;3;M;0
206;206;175478;13624;145456;NULL;S170107361;2017-08-08;0;2017-09-08;;;100;D93083;12;0;5897TU172;TU;3;M;0
207;207;175481;14228;145459;NULL;S170079841;2017-07-06;0;2017-07-07;;;0;111 007035/1;06;0;9092TU192;TU;3;M;0
208;208;175484;13692;145462;NULL;S170056211;2017-05-11;0;2017-05-12;;;100;20155020042/3;01;0;480TU126;TU;3;M;0
209;209;175485;13660;145463;NULL;S170037861;2017-03-25;0;2017-04-05;;;0;555149973;14;0;6268TU175;TU;3;M;0
210;210;175486;13587;145464;NULL;S180013381;2018-01-25;0;2018-02-08;;;100;D94049;12;0;9277TU172;TU;3;M;0
211;211;175491;14227;145469;NULL;S170016951;2017-02-14;0;2017-02-20;;;0;2520135956;05;0;4834TU115;TU;3;M;0
212;212;175491;14227;145469;NULL;S170110421;2017-09-04;0;2017-09-14;;;0;201650000100096;01;0;1652TU194;TU;3;M;0
213;213;175496;15159;145474;NULL;S180021131;2018-02-22;0;2018-02-26;;;0;200001207201;09;0;6911TU181;TU;3;M;0
214;214;175502;15617;145480;NULL;S170117141;2017-09-18;0;2017-09-29;;;0;2620170015;05;0;1396TU59;TU;3;M;0
215;215;175509;17603;145487;NULL;S170024691;2017-02-13;0;2017-03-08;;;100;100994475;11;0;3518TU143;TU;3;M;0
217;217;175512;17105;145490;NULL;S170028171;2017-03-04;0;2017-03-15;;;0;201101134375;09;0;5311TU155;TU;3;M;0
219;219;175519;15849;145497;NULL;S170117931;2017-09-30;0;2017-10-02;;;100;571681256;14;0;NULL;NULL;3;M;0
220;220;175533;18862;145510;NULL;S170090091;2017-07-30;0;2017-07-31;;;0;594814;11;0;4246TU92;TU;3;M;0
221;221;175539;19347;145516;NULL;S180017171;2018-02-13;0;2018-02-16;;;0;200950055143/8;01;0;3551TU134;TU;3;M;0
222;222;175540;17685;145517;NULL;S170065631;2017-05-29;0;2017-06-02;;;0;D66721;12;0;7499TU158;TU;3;M;0
223;223;175541;16919;145518;NULL;S170035211;2017-03-28;0;2017-03-30;;;100;546593;01;0;2095TU72;TU;3;M;0
224;224;175541;16919;145518;NULL;S170059901;2017-05-17;0;2017-05-20;;;100;595000019;14;0;1053TU11;TU;3;M;0
225;225;176055;17782;146009;NULL;S170036781;2017-03-25;0;2017-04-03;;;100;15552068/7;01;0;6204TU182;TU;3;M;0
226;226;176058;10223;146012;NULL;S170052511;2017-04-26;0;2017-05-05;;;100;555046926;14;0;6781TU162;TU;3;M;0
227;227;176062;19123;142127;NULL;S170081791;2017-07-08;0;2017-07-12;;;100;10/101003037;11;0;4152TU60;TU;3;M;0
228;228;1422067;1088089;301091;NULL;S180010968;2018-01-23;0;2018-02-05;;;100;20145.0088586/8;01;0;NULL;REM;3;M;0
233;233;1422068;1088105;301091;NULL;S170007288;2017-01-17;0;2017-01-26;;;100;10100784716;11;0;5617TU161;TU;3;M;0
235;235;1422068;1088109;301091;NULL;S170027668;2017-03-05;0;2017-03-14;;;100;606904;12;0;4527TU121;TU;3;M;0
237;237;1422068;1088113;301091;NULL;S170065508;2017-04-14;0;2017-06-02;;;100;1252079;07;0;5704TU78;TU;3;M;0
240;240;1422068;1088101;301091;NULL;S170118318;2017-09-29;0;2017-10-03;;;100;10/100587958;11;0;1399TU100;TU;3;M;0
241;241;1422068;1088113;301091;NULL;S170127228;2017-10-19;0;2017-10-20;;;100;1001030022100;15;0;1466TU167;TU;3;M;0
242;242;1422068;1088096;301091;NULL;S170149398;2017-12-05;0;2017-12-07;;;100;200150160363/1;01;0;3989TU82;TU;3;M;0
244;244;1422068;1088110;301091;NULL;S180017948;2018-02-17;0;2018-02-19;;;100;504101025;14;0;8736TU144;TU;3;M;0
246;246;176068;166933;146020;NULL;S170034631;2017-03-16;0;2017-03-30;;;50;555124983;14;0;2669TU178;TU;3;M;0
247;247;176070;9848;146022;NULL;S170048591;2017-04-22;0;2017-04-26;;;0;20165000007185;01;0;472TU161;TU;3;M;0
248;248;176080;10036;146032;NULL;S170062521;2017-05-23;0;2017-05-25;;;100;A19001415;03;0;1749TU174;TU;3;M;0
249;249;176083;17019;146035;NULL;S170016741;2017-02-19;0;2017-02-20;;;100;028100610/3;06;0;4551TU155;TU;3;M;0
252;252;176096;23200;146048;NULL;S170066231;2017-06-03;0;2017-06-05;;;100;377974;13;0;RS151408;RS;3;M;0
256;256;176110;15848;146062;NULL;S170097241;2017-08-14;0;2017-08-15;;;0;G06380;12;0;3655TU194;TU;3;M;0
257;257;176112;44009;146064;NULL;S170149681;2017-11-15;0;2017-12-07;;;100;CI0555N00005366;14;0;1167TU165;TU;3;M;0
258;258;176117;45031;146069;NULL;S170043251;2017-04-09;0;2017-04-17;;;100;222251842;10;0;4581TU179;TU;3;M;0
259;259;176124;21644;146076;NULL;S170136501;2017-11-08;0;2017-11-10;;;0;201550067941/15;01;0;9518TU183;TU;3;M;0
262;262;176139;47190;146091;NULL;S170063401;2017-05-24;0;2017-05-29;;;0;504006113;14;0;9750TU124;TU;3;M;0
263;263;176139;47190;146091;NULL;S170124641;2017-10-04;0;2017-10-16;;;100;17/101039917;11;0;1736TU132;TU;3;M;0
264;264;176143;40228;146095;NULL;S170088751;2017-06-30;0;2017-07-27;;;100;80055430;10;0;8822TU38;TU;3;M;0
265;265;176151;46334;146103;NULL;S170089721;2017-06-30;0;2017-07-31;;;100;10/100097155;11;0;3159TU178;TU;3;M;0
266;266;176152;14389;146104;NULL;S170054691;2017-04-18;0;2017-05-10;;;100;200801131829;;0;3637TU181;TU;3;M;0
268;268;176160;18861;146112;NULL;S170015121;2017-02-14;0;2017-02-15;;;100;504175808;14;0;1453TU157;TU;3;M;0
270;270;176184;166967;146135;NULL;S170137581;2017-10-30;0;2017-11-13;;;0;173962;01;0;3114TU160;TU;3;M;0
271;271;176189;166970;146140;NULL;S170132601;2017-10-21;0;2017-11-01;;;100;20165000008808;01;0;715TU193;TU;3;M;0
272;272;176194;13709;146145;NULL;S170023501;2017-03-03;0;2017-03-06;;;100;2427360;07;0;6654TU166;TU;3;M;0
273;273;176194;13709;146145;NULL;S170051051;2017-04-27;0;2017-05-03;;;0;201650000097704;01;0;4592TU155;TU;3;M;0
275;275;176199;17476;146149;NULL;S170157221;2017-09-09;0;2017-12-21;;;100;CI0554N00034283;14;0;4423TU151;TU;3;M;0
276;276;176205;19675;146155;NULL;S170021681;2017-02-21;0;2017-03-01;;;100;08100861714;06;0;7277TU141;TU;3;M;0
277;277;176208;20525;146158;NULL;S170080431;2017-06-23;0;2017-07-10;;;100;201650000082852;01;0;7168TU80;TU;3;M;0
278;278;176208;20525;146158;NULL;S170122521;2017-10-10;0;2017-10-11;;;0;201750000010102;01;0;9290TU40;TU;3;M;0
280;280;176238;14243;146187;NULL;S170038501;2017-03-21;0;2017-04-06;;;100;504151171;14;0;9394TU122;TU;3;M;0
281;281;176242;39004;146191;NULL;S170077731;2017-07-03;0;2017-07-03;;;0;201701113371;09;0;2124TU112;TU;3;M;0
282;282;176256;47315;146205;NULL;S170011361;2017-01-21;0;2017-02-06;;;0;505360706;14;0;NULL;NULL;3;M;0
283;283;176263;12641;146211;NULL;S170064951;2017-05-31;0;2017-06-01;;;0;158000135/1;06;0;510TU185;TU;3;M;0
284;284;176293;167001;146241;NULL;S170133271;2017-10-27;0;2017-11-02;;;0;201750000054953;01;0;7925TU56;TU;3;M;0
287;287;176325;40393;146273;NULL;S170013781;2017-01-29;0;2017-02-10;;;100;201301120566;09;0;9086TU167;TU;3;M;0
289;289;176331;167012;146279;NULL;S170146621;2017-11-30;0;2017-11-30;;;100;201750000041654;01;0;2291TU58;TU;3;M;0
290;290;176341;43835;146289;NULL;S170052981;2017-04-16;0;2017-05-08;;;100;555164156;14;0;7364TU91;TU;3;M;0
291;291;176352;46436;146300;NULL;S170120131;2017-09-23;0;2017-10-06;;;100;A41/620774;02;0;7885TU164;TU;3;M;0
292;292;176357;167024;146305;NULL;S170112951;2017-09-15;0;2017-09-20;;;0;D42141;12;0;5284TU172;TU;3;M;0
293;293;176364;167027;146312;NULL;S170082351;2017-07-12;0;2017-07-13;;;0;//;14;0;3095TU140;TU;3;M;0
294;294;176402;21646;146350;NULL;S170031881;2017-03-23;0;2017-03-24;;;0;20150952030;01;0;2494TU173;TU;3;M;0
298;298;176429;167058;146377;NULL;S170031651;2017-03-11;0;2017-03-24;;;100;20165000009772;01;0;6225TU149;TU;3;M;0
299;299;176441;167065;146389;NULL;S170061381;2017-05-14;0;2017-05-23;;;0;555065013;14;0;2052TU166;TU;3;M;0
300;300;176452;167072;146400;NULL;S170096471;2017-07-21;0;2017-08-12;;;100;2010522135/3;01;0;25TU128;TU;3;M;0
301;301;176457;19689;146405;NULL;S170035261;2017-03-12;0;2017-03-30;;;100;10/100284568;14;0;1060TU115;TU;3;M;0
302;302;176462;14471;146410;NULL;S170086551;2017-07-11;0;2017-07-24;;;100;20175000044156;01;0;7582TU101;TU;3;M;0
303;303;176464;14962;146412;NULL;S170141531;2017-11-20;0;2017-11-21;;;0;2013301006659;13;0;9728TU116;TU;3;M;0
304;304;176467;15267;146415;NULL;S170029991;2017-03-13;0;2017-03-21;;;0;201101296561;09;0;5496TU190;TU;3;M;0
305;305;176485;167080;146433;NULL;S170040211;2017-04-01;0;2017-04-10;;;100;1265269;07;0;9277TU153;TU;3;M;0
307;307;176489;20920;146437;NULL;S170020131;2017-02-04;0;2017-02-27;;;0;504042514;14;0;1539TU84;TU;3;M;0
309;309;176499;38502;146447;NULL;S170140661;2017-11-18;0;2017-11-20;;;0;201250054302/5;01;0;8563TU160;TU;3;M;0
310;310;176499;38502;146447;NULL;S170142921;2017-11-23;0;2017-11-23;;;100;20170752122;09;0;9479TU145;TU;3;M;0
311;311;176503;20650;146451;NULL;S170133801;2017-10-27;0;2017-11-03;;;0;2474411;07;0;8208TU37;TU;3;M;0
312;312;176503;20650;146451;NULL;S180013431;2018-01-30;0;2018-02-08;;;0;0891082884;06;0;4183TU136;TU;3;M;0
313;313;176518;39540;146466;NULL;S160157891;2016-10-20;0;2017-04-19;;;100;1075252;07;0;1774TU152;TU;3;M;0
314;314;176525;43382;146472;NULL;S170158351;2017-12-12;0;2017-12-22;;;100;891360;11;0;4035TU187;TU;3;M;0
315;315;176530;41003;146477;NULL;S170147701;2017-11-21;0;2017-12-04;;;0;2082534071;10;0;1638TU169;TU;3;M;0
316;316;176540;167090;146487;NULL;S170085461;2017-07-08;0;2017-07-20;;;100;A150006472;03;0;7923TU175;TU;3;M;0
317;317;176555;41851;146502;NULL;S170026161;2017-03-09;0;2017-03-10;;;100;555183986;14;0;3108TU113;TU;3;M;0
318;318;176560;167102;146507;NULL;S170019371;2017-02-23;0;2017-02-24;;;100;656018;02;0;NULL;;3;M;0
319;319;176560;167102;146507;NULL;S170088021;2017-07-22;0;2017-07-27;;;0;504164463;14;0;5418TU146;TU;3;M;0
321;321;176571;167104;146518;NULL;S170083231;2017-07-12;0;2017-07-17;;;0;250503;10;0;4735TU99;TU;3;M;0
322;322;176578;167109;146525;NULL;S170046541;2017-04-05;0;2017-04-21;;;100;30538799;14;0;9615TU124;TU;3;M;0
324;324;176595;167116;146542;NULL;S170003741;2017-01-06;0;2017-01-18;;;100;504115853;14;0;8556TU190;TU;3;M;0
327;327;176603;167121;146550;NULL;S170074801;2017-06-14;0;2017-06-28;;;100;20140114600;09;0;5797TU174;TU;3;M;0
328;328;176605;46536;146552;NULL;S170048071;2017-04-01;0;2017-04-26;;;100;029009214/9;06;0;6479TU147;TU;3;M;0
329;329;176606;46688;146553;NULL;S170016821;2017-02-04;0;2017-02-20;;;100;1001030039330;08;0;2477TU164;TU;3;M;0
331;331;176615;47056;146562;NULL;S180018351;2018-02-18;0;2018-02-19;;;0;201601117152;09;0;1563TU109;TU;3;M;0
332;332;176620;167129;146567;NULL;S180002361;2018-01-09;0;2018-01-12;;;100;721008;02;0;9345TU185;TU;3;M;0
333;333;176624;11590;146571;NULL;S170105361;2017-09-04;0;2017-09-05;;;0;555290896;14;0;8275TU94;TU;3;M;0
335;335;176641;167140;146588;NULL;S170066751;2017-05-24;0;2017-06-06;;;0;2468306;07;0;1088TU32;TU;3;M;0
336;336;176678;167164;146625;NULL;S170154201;2017-11-19;0;2017-12-14;;;100;A41/662436;02;0;312TU175;TU;3;M;0
337;337;176682;167168;146629;NULL;S170131131;2017-10-25;0;2017-10-30;;;0;10/100937927;11;0;3641TU172;TU;3;M;0
338;338;176686;13711;146633;NULL;S170012101;2017-01-27;0;2017-02-07;;;0;555196042;14;0;8359TU182;TU;3;M;0
339;339;176688;167171;103216;NULL;S160154491;2016-12-31;0;2017-02-16;;;100;755418;02;0;4192TU174;TU;3;M;0
340;340;176692;14391;146638;NULL;S170009591;2017-01-23;0;2017-02-01;;;100;555228177;14;0;1688TU181;TU;3;M;0
342;342;176703;17201;146649;NULL;S170052501;2017-04-21;0;2017-05-05;;;0;1010000028;08;0;2535TU194;TU;3;M;0
343;343;176710;18128;146655;NULL;S170111691;2017-09-14;0;2017-09-18;;;100;300252791;10;0;1847TU120;TU;3;M;0
344;344;176716;167174;146661;NULL;S170014231;2017-01-22;0;2017-02-13;;;100;2015.50039859/8;01;0;4274TU181;TU;3;M;0
345;345;176722;38161;146667;NULL;S170143591;2017-11-09;0;2017-11-27;;;100;CI0554N00012735;14;0;5488TU179;TU;3;M;0
346;346;176726;38602;146671;NULL;S170034031;2017-03-22;0;2017-03-28;;;100;L90009;12;0;2601TU143;TU;3;M;0
347;347;176731;39840;146676;NULL;S170061361;2017-05-03;0;2017-05-23;;;100;504061211;14;0;153TU127;TU;3;M;0
348;348;176740;40395;146685;NULL;S170163691;2017-12-30;0;2018-01-04;;;100;595000012;14;0;13-150085;-;3;M;0
350;350;176766;43497;146709;NULL;S170024141;2017-03-04;0;2017-03-07;;;0;201650000021983;01;0;1269TU160;TU;3;M;0
351;351;176771;167188;146714;NULL;S170007481;2017-01-20;0;2017-01-27;;;0;2520000493;05;0;9349TU75;TU;3;M;0
352;352;176775;167190;146718;NULL;S170060941;2017-05-09;0;2017-05-23;;;100;098402000350;10;0;2739TU156;TU;3;M;0
353;353;176777;167192;146720;NULL;S170037311;2017-03-21;0;2017-04-04;;;100;E25346;12;0;5065TU189;TU;3;M;0
354;354;176778;167193;146721;NULL;S170157981;2017-12-12;0;2017-12-22;;;100;595001006;14;0;02-157516;-;3;M;0
356;356;176781;167194;146724;NULL;S170006321;2017-01-05;0;2017-01-25;;;100;82934;02;0;4350TU102;TU;3;M;0
359;359;176795;167203;146737;NULL;S170083831;2017-07-14;0;2017-07-17;;;0;151001097/4;06;0;3953TU180;TU;3;M;0
360;360;176796;46788;146738;NULL;S180009481;2018-01-24;0;2018-01-31;;;100;0960022786;06;0;6450TU135;TU;3;M;0
361;361;176800;167205;146742;NULL;S170024621;2017-03-08;0;2017-03-08;;;0;10/100615568;11;0;9016TU125;TU;3;M;0
362;362;176806;10970;146747;NULL;S180016511;2018-02-15;0;2018-02-15;;;0;201750000015228;01;0;6386TU135;TU;3;M;0
363;363;176825;167225;146766;NULL;S170161241;2017-12-28;0;2017-12-29;;;100;10/100681421;11;0;3590TU167;TU;3;M;0
364;364;176854;15389;146794;NULL;S170025991;2017-02-28;0;2017-03-10;;;100;10/100149074;11;0;9844TU94;TU;3;M;0
